Number of elem 14133 
Number of local values per element 3 
0;0;-1.444835e-03;-1.690076e-04;3.252344e-03;
0;1;-1.011533e-03;7.143296e-05;2.638004e-03;
0;2;-9.378479e-04;3.047521e-04;2.830026e-03;
1;0;-1.014613e-03;7.636355e-05;2.813374e-03;
1;1;-8.992192e-04;5.278847e-05;1.359875e-03;
1;2;-9.715733e-04;2.080043e-04;3.075864e-03;
2;0;2.117828e-04;6.211393e-04;1.401389e-02;
2;1;2.388017e-04;3.605535e-04;1.036851e-02;
2;2;2.713660e-04;3.198549e-04;1.118547e-02;
3;0;5.240455e-04;1.198781e-04;-1.762146e-02;
3;1;2.229364e-04;4.011526e-05;-1.052152e-02;
3;2;3.753258e-04;-1.334210e-04;-9.173814e-03;
4;0;2.928036e-04;-1.987518e-04;2.033686e-03;
4;1;4.878676e-05;-2.833459e-04;2.073526e-03;
4;2;2.206468e-04;-6.312264e-06;4.209940e-04;
5;0;-1.576428e-03;4.182242e-04;-6.730279e-03;
5;1;-1.476811e-03;3.931891e-04;-5.617291e-03;
5;2;-3.386084e-04;1.759269e-04;-1.297503e-03;
6;0;-1.444708e-03;-2.605935e-04;3.484431e-03;
6;1;-9.084653e-04;7.589147e-05;9.049075e-04;
6;2;-1.016767e-03;9.547375e-05;2.557298e-03;
7;0;2.127274e-04;-2.495182e-04;6.940378e-03;
7;1;4.066620e-04;-2.444454e-04;7.825343e-03;
7;2;1.618243e-04;-3.855168e-04;6.441328e-03;
8;0;1.518460e-04;4.850565e-05;-1.042019e-02;
8;1;1.610879e-04;2.182337e-05;-1.300643e-02;
8;2;1.493895e-04;-2.461913e-05;-8.718328e-03;
9;0;-9.743650e-04;-6.938545e-04;-1.327601e-02;
9;1;-4.066878e-04;-1.083715e-05;-1.472849e-02;
9;2;-1.505257e-03;-7.300279e-04;-8.780677e-03;
10;0;5.250725e-04;1.377544e-04;-1.801530e-02;
10;1;5.060253e-04;1.939059e-04;-2.137793e-02;
10;2;2.247906e-04;1.882166e-05;-9.825438e-03;
11;0;4.112437e-04;-2.347014e-04;2.207905e-03;
11;1;-1.009669e-05;-1.064606e-05;-7.767658e-04;
11;2;6.890627e-04;-2.985692e-04;-5.355722e-04;
12;0;-3.043981e-04;4.616538e-04;9.601642e-04;
12;1;-4.368393e-04;5.344761e-04;1.498182e-03;
12;2;-2.986393e-04;5.151232e-04;2.414782e-03;
13;0;2.099070e-04;-2.444676e-04;6.907049e-03;
13;1;3.069123e-04;-2.189131e-04;7.636293e-03;
13;2;3.591901e-04;-2.604078e-04;7.707043e-03;
14;0;-1.013458e-03;6.153344e-04;4.859599e-03;
14;1;-3.566580e-04;-4.224497e-04;-9.319822e-04;
14;2;-2.273546e-03;1.029602e-03;2.801015e-04;
15;0;-4.299046e-04;3.124287e-05;7.038807e-03;
15;1;-4.491900e-04;2.246968e-04;7.968600e-03;
15;2;-2.981538e-05;-1.143725e-04;7.430242e-04;
16;0;-7.589176e-04;-7.580075e-04;-9.830165e-03;
16;1;-6.634578e-04;-4.682911e-04;-3.743401e-03;
16;2;-6.004194e-04;-4.626018e-04;-7.520532e-03;
17;0;-5.302145e-04;-3.282576e-04;-1.927500e-02;
17;1;-1.817991e-03;2.970631e-04;-2.299771e-02;
17;2;-1.583303e-03;1.744493e-05;-1.630431e-02;
18;0;4.232792e-04;4.341188e-04;3.491249e-03;
18;1;-2.590406e-04;1.266378e-03;2.409461e-03;
18;2;6.364270e-05;7.217876e-04;7.560064e-04;
19;0;6.360692e-04;-8.071482e-04;3.155326e-03;
19;1;3.844662e-04;-1.836888e-03;6.051492e-03;
19;2;3.388733e-04;-7.179005e-04;5.497530e-03;
20;0;-3.144761e-04;-4.944608e-04;5.611498e-03;
20;1;-2.607977e-04;-4.033148e-04;-1.820684e-04;
