Number of elem 14133 
Number of local values per element 3 
0;0;-5.900522e-24;2.274907e-24;1.030802e-22;
0;1;4.567937e-24;2.749668e-24;-8.485929e-23;
0;2;1.341245e-23;1.871613e-24;-2.183878e-22;
1;0;6.515408e-24;3.882897e-24;-1.129453e-22;
1;1;1.866530e-24;1.699401e-24;-1.660437e-22;
1;2;1.497865e-23;6.136685e-24;-2.284546e-22;
2;0;3.965309e-08;-1.195675e-07;-2.168177e-06;
2;1;3.617281e-09;-2.599729e-08;-3.266283e-07;
2;2;-5.164089e-09;4.846085e-09;3.559679e-07;
3;0;-6.581799e-32;2.001386e-32;4.676832e-31;
3;1;-2.881639e-31;5.539515e-32;4.231821e-30;
3;2;5.802611e-31;-1.879310e-31;-9.380392e-30;
4;0;-2.090565e-07;-1.316953e-08;-2.805567e-06;
4;1;2.755795e-07;4.620091e-08;3.350862e-06;
4;2;3.753779e-07;5.120810e-08;4.205363e-06;
5;0;2.991140e-13;-3.394991e-13;3.575368e-12;
5;1;-3.132254e-13;3.878356e-13;-4.207681e-12;
5;2;-2.873077e-13;3.453865e-13;-4.037381e-12;
6;0;-8.261883e-25;1.801629e-24;7.637190e-23;
6;1;7.643331e-24;-4.289668e-24;-2.211901e-22;
6;2;4.054157e-24;4.231717e-24;-7.066082e-23;
7;0;3.151179e-08;-1.694831e-08;9.839245e-07;
7;1;2.623465e-07;-4.085777e-08;3.439108e-06;
7;2;1.829963e-07;5.776080e-09;2.375546e-06;
8;0;1.909876e-06;4.277926e-07;-3.795634e-05;
8;1;5.302099e-06;1.416413e-06;-1.325527e-04;
8;2;4.137999e-06;6.582808e-07;-9.558103e-05;
9;0;-8.637695e-22;2.869852e-22;1.822616e-20;
9;1;-5.803964e-22;1.074499e-22;1.093686e-20;
9;2;4.732689e-22;-1.930275e-22;-1.132277e-20;
10;0;3.928830e-33;6.025518e-32;6.725038e-31;
10;1;-2.891239e-32;-3.905207e-32;1.880978e-32;
10;2;-7.388870e-34;4.463169e-32;8.341924e-31;
11;0;-3.774577e-07;-3.654477e-08;-3.057457e-06;
11;1;5.186198e-07;3.366295e-08;4.917515e-06;
11;2;2.590437e-07;6.577089e-08;1.269018e-06;
12;0;-1.715374e-09;4.147921e-09;-9.962446e-08;
12;1;-1.549857e-09;8.948030e-09;-1.665071e-07;
12;2;-3.599693e-09;1.628797e-08;-2.863071e-07;
13;0;1.402930e-07;-6.753031e-08;1.613914e-06;
13;1;1.632070e-07;-1.315390e-08;3.030364e-06;
13;2;1.836519e-07;2.463128e-09;3.122958e-06;
14;0;-1.251683e-32;-5.602934e-33;-1.856521e-31;
14;1;3.526751e-32;1.263830e-32;4.547363e-31;
14;2;-5.507032e-33;-2.128901e-33;-5.616800e-32;
15;0;-8.225029e-48;-3.128141e-48;1.729014e-46;
15;1;-3.899014e-48;-3.613880e-48;8.777440e-47;
15;2;8.780073e-48;6.862785e-48;-1.984539e-46;
16;0;4.473341e-04;5.340878e-03;8.203349e-02;
16;1;3.066214e-04;5.705325e-03;8.081528e-02;
16;2;1.178182e-03;5.228678e-03;7.376966e-02;
17;0;4.860930e-03;-3.644315e-03;9.610371e-02;
17;1;9.865233e-03;-7.204902e-03;9.992878e-02;
17;2;1.008297e-02;-6.269307e-03;8.467681e-02;
18;0;-2.559604e-43;-5.885517e-43;-5.868735e-42;
18;1;-1.674648e-44;2.473402e-43;1.917204e-42;
18;2;2.254031e-43;1.240940e-43;1.333450e-42;
19;0;4.954182e-04;-8.032757e-04;-1.645630e-02;
19;1;1.783767e-04;-9.227992e-04;-1.004565e-02;
19;2;2.174540e-04;-9.978248e-04;-2.022446e-02;
20;0;-1.381581e-03;8.780932e-04;-4.287601e-02;
20;1;-1.442754e-03;8.909598e-04;-5.012150e-02;
20;2;-1.268323e-03;5.797069e-04;-2.276982e-02;
21;0;-2.966863e-13;-5.691576e-12;-2.760169e-10;
21;1;9.035047e-11;5.098153e-11;2.097438e-09;
21;2;-1.072274e-11;-1.882710e-11;-5.561641e-10;
22;0;-1.603901e-05;-3.642094e-05;1.975810e-03;
22;1;-5.735375e-05;-3.283557e-05;2.138500e-03;
22;2;3.098814e-04;3.407144e-04;-1.112621e-02;
23;0;6.113556e-03;1.752785e-02;1.157547e-01;
23;1;1.254344e-02;1.599712e-02;1.010719e-01;
23;2;5.803783e-04;1.681617e-02;2.165251e-02;
24;0;-6.940796e-66;-2.552688e-66;-1.461058e-64;
24;1;-2.533047e-66;-8.699939e-67;-4.691699e-65;
24;2;4.492712e-66;1.670727e-66;9.096398e-65;
25;0;-2.531562e-24;4.577518e-26;8.329062e-25;
25;1;-2.842614e-23;-3.055372e-23;-6.313835e-22;
25;2;1.656305e-23;1.737246e-23;3.505240e-22;
26;0;-5.458196e-03;3.579378e-03;1.258019e-01;
26;1;3.061637e-04;1.198023e-02;9.680995e-02;
26;2;-9.278022e-04;8.241587e-03;1.026783e-01;
27;0;-2.381719e-10;-3.467373e-09;6.651188e-08;
27;1;-6.085274e-11;-1.416526e-11;-1.253072e-08;
27;2;-2.449147e-10;-3.322178e-09;3.784499e-08;
28;0;-3.803651e-57;6.737768e-57;6.005813e-56;
28;1;6.097935e-56;-3.960355e-56;-7.982655e-55;
28;2;-2.335523e-56;1.960027e-56;3.343886e-55;
29;0;2.590165e-03;1.431486e-04;-5.446851e-02;
29;1;2.284825e-03;3.129346e-04;-3.897934e-02;
29;2;3.159749e-03;4.392378e-04;-4.165744e-02;
30;0;-9.231336e-07;1.608296e-07;-1.295341e-05;
30;1;-1.034908e-06;1.180532e-07;-1.348760e-05;
30;2;-8.566046e-07;2.339310e-07;-1.211130e-05;
31;0;-1.481964e-78;-1.880034e-77;-3.363041e-76;
31;1;-1.654935e-77;1.859679e-77;4.661505e-76;
31;2;1.256252e-77;1.463416e-78;-1.194141e-76;
32;0;-3.070920e-14;-4.402177e-15;-7.430728e-14;
32;1;-1.130984e-13;1.885288e-14;-3.761940e-13;
32;2;7.511665e-14;-1.707996e-14;2.510096e-13;
33;0;5.257925e-97;1.466046e-97;9.068138e-96;
33;1;-8.710385e-97;-2.989284e-97;-1.100683e-95;
33;2;1.734397e-97;4.126936e-98;7.728230e-97;
34;0;-1.974739e-95;-4.290876e-95;-5.921552e-94;
34;1;-1.811341e-95;-1.556407e-95;-5.946391e-94;
34;2;1.886638e-95;1.689912e-95;6.359654e-94;
35;0;-2.237076e-60;1.651642e-60;1.578424e-59;
35;1;2.219445e-60;-1.846932e-60;-1.346859e-59;
35;2;2.084329e-60;-1.916754e-60;-2.084187e-59;
36;0;1.099088e-01;4.651716e-02;-2.045735e-02;
36;1;3.755013e-02;2.457223e-02;-8.674336e-03;
36;2;9.453319e-02;4.896542e-02;-8.584025e-02;
37;0;-2.066005e-03;3.088883e-03;7.716325e-02;
37;1;-1.233707e-03;3.636578e-03;7.754229e-02;
37;2;-1.825714e-03;2.703690e-03;7.655942e-02;
38;0;3.479052e-54;4.650459e-54;-1.569498e-52;
38;1;-3.280889e-54;-2.208613e-53;7.895544e-52;
38;2;-5.596387e-54;9.800348e-54;-4.295380e-52;
39;0;-5.301573e-47;9.629035e-44;6.832285e-43;
39;1;-5.268326e-43;-3.318045e-43;8.720948e-42;
39;2;4.510245e-43;2.824931e-43;-9.120169e-42;
40;0;2.506096e-46;-4.522517e-45;1.277849e-43;
40;1;-3.069507e-46;2.230711e-45;-6.050676e-44;
40;2;-3.493658e-46;1.174910e-45;-2.686620e-44;
41;0;-2.654109e-03;3.983524e-03;6.581545e-02;
41;1;-1.905525e-03;3.816032e-03;6.202267e-02;
41;2;-2.282360e-03;2.940493e-03;5.368404e-02;
42;0;5.487196e-04;1.456679e-03;-4.804591e-02;
42;1;8.357957e-05;1.606345e-03;-3.995870e-02;
42;2;3.749630e-04;1.614481e-03;-6.364254e-02;
43;0;1.271081e-60;5.358644e-60;-9.945109e-59;
43;1;8.255891e-61;2.446145e-60;-4.791413e-59;
43;2;-5.963051e-61;-2.866299e-60;4.951455e-59;
44;0;-3.497011e-53;6.891330e-53;-2.129617e-51;
44;1;5.590386e-53;-1.215086e-53;1.306459e-51;
44;2;-1.494622e-53;-1.653969e-53;3.648205e-52;
45;0;1.070030e-44;-5.565983e-45;-3.045240e-43;
45;1;-9.395673e-46;9.593296e-46;4.993852e-44;
45;2;-6.127139e-45;5.758639e-45;1.702549e-43;
46;0;-1.132153e-03;-6.952769e-04;4.493071e-02;
46;1;-3.624235e-03;6.755065e-04;2.860403e-02;
46;2;-5.398622e-03;1.350521e-03;2.212607e-02;
47;0;1.597795e-17;-6.579660e-18;2.800270e-16;
47;1;-1.232765e-17;5.188646e-18;-1.443728e-16;
47;2;1.889028e-17;-1.071008e-17;2.498503e-16;
48;0;-1.440638e-23;1.870308e-23;-4.825363e-22;
48;1;2.028518e-23;-2.129764e-23;5.784369e-22;
48;2;2.129646e-23;-2.865663e-23;7.564218e-22;
49;0;-4.360870e-07;-4.546528e-07;-1.005692e-05;
49;1;9.715935e-07;6.959387e-07;1.905899e-05;
49;2;1.119730e-06;6.658472e-07;1.855515e-05;
50;0;1.555843e-02;2.269361e-02;3.132251e-01;
50;1;-1.640687e-02;1.765838e-02;3.441093e-01;
50;2;3.562362e-02;1.936701e-02;5.078747e-01;
51;0;1.929743e-03;1.549182e-03;-8.128525e-02;
51;1;-4.466039e-04;5.018313e-04;-1.569275e-02;
51;2;2.092904e-03;6.819399e-04;-4.567176e-02;
52;0;-1.327165e-12;3.561679e-14;-3.744222e-12;
52;1;2.260099e-12;-8.961046e-13;8.150985e-12;
52;2;-1.829699e-12;7.973299e-13;-6.149227e-12;
53;0;-1.137220e-17;2.365228e-17;5.878230e-16;
53;1;-2.716375e-17;4.499022e-17;1.072221e-15;
53;2;-1.881782e-19;-5.920017e-18;-2.474859e-16;
54;0;1.200442e-77;4.002699e-78;1.926576e-76;
54;1;6.239998e-78;-1.635529e-77;5.069988e-76;
54;2;-3.336013e-77;-6.768998e-78;-7.715060e-76;
55;0;-1.007992e-25;3.137566e-24;-8.109204e-23;
55;1;-8.642572e-26;2.457849e-25;-3.740652e-24;
55;2;1.898537e-25;-1.682279e-24;4.092989e-23;
56;0;2.548880e-15;1.440960e-15;-5.731307e-14;
